orderID,productID,quantity
4840000,818037,3
4840000,768087,4
4840000,85884,4
4840000,98473,5
4840000,916797,3
4840000,707023,5
4840000,647162,5
4840000,404903,4
4840001,563797,2
4840001,7969,3
4840001,859225,3
4840001,121218,2
4840001,26238,5
4840001,897424,3
4840001,225049,4
4840001,257506,2
4840002,255083,5
4840002,864374,4
4840002,827177,5
4840002,923278,5
4840002,253477,4
4840002,383784,3
4840002,797040,4
4840002,115676,5
4840002,443047,4
4840003,150123,2
4840003,202684,4
4840003,313894,5
4840003,830608,2
4840003,747653,5
4840003,42134,4
4840003,113449,4
4840003,436066,3
4840003,587689,5
4840004,895577,2
4840004,499953,1
4840004,265652,5
4840004,888330,1
4840005,370698,3
4840005,125212,2
4840005,566897,3
4840005,891991,4
4840006,359795,4
4840007,715150,1
4840007,178961,1
4840008,786280,3
4840008,210203,2
4840008,488860,2
4840008,53440,5
4840008,269643,2
4840008,406574,5
4840009,663985,4
4840009,26905,3
4840009,312595,4
4840009,552696,1
4840009,331808,5
4840009,269859,5
4840009,981007,4
4840010,566343,4
4840010,145867,2
4840011,625429,1
4840011,915794,1
4840011,460802,1
4840012,66012,4
4840012,832010,1
4840012,362443,1
4840013,79061,4
4840013,241218,1
4840013,379055,3
4840013,227007,4
4840014,660177,3
4840015,632314,5
4840015,444874,1
4840015,619203,5
4840015,530073,1
4840015,223350,1
4840016,745681,4
4840016,353035,5
4840016,156311,4
4840016,974328,1
4840016,920944,1
4840016,739927,3
4840016,16227,3
4840016,311620,1
4840016,858811,4
4840017,364107,3
4840017,861554,4
4840017,367886,1
4840017,316158,2
4840017,502543,5
4840017,991785,2
4840017,963940,2
4840017,68640,2
4840017,342829,1
4840018,744376,5
4840018,432248,4
4840018,77395,4
4840018,485743,4
4840018,503622,1
4840018,332788,3
4840018,155189,2
4840019,405745,2
4840019,614536,3
4840019,643578,2
4840019,66222,2
4840019,732413,3
4840019,500761,2
4840019,806049,2
4840019,372566,5
4840020,216402,2
4840020,534715,2
4840020,902646,1
4840021,143817,2
4840021,761398,3
4840021,308131,2
4840021,866221,2
4840021,720131,3
4840021,933901,3
4840021,659399,1
4840021,222779,2
4840022,858935,3
4840022,950517,4
4840022,687244,2
4840022,443436,5
4840022,581143,1
4840022,618294,1
4840023,406951,5
4840023,697401,5
4840023,910674,2
4840023,612121,2
4840023,759931,2
4840024,621543,4
4840024,431170,4
4840024,849046,2
4840024,319022,3
4840024,384425,1
4840025,782135,3
4840025,938493,3
4840026,491289,2
4840026,590534,1
4840026,948861,1
4840026,149839,2
4840026,152312,3
4840027,765198,2
4840028,665436,3
4840028,457111,1
4840028,658214,5
4840029,896502,1
4840030,732476,5
4840030,352439,5
4840030,933529,1
4840030,188883,5
4840030,477433,1
4840030,48165,1
4840030,930586,3
4840030,904889,2
4840031,204859,1
4840031,345095,2
4840031,433699,2
4840031,160682,3
4840031,940064,5
4840032,786248,1
4840032,703865,5
4840032,709283,2
4840032,64357,1
4840033,945871,1
4840033,455071,3
4840033,492331,3
4840033,160618,1
4840033,468950,3
4840033,902069,2
4840034,446599,4
4840034,255045,5
4840034,691416,4
4840034,906721,2
4840035,866223,5
4840035,431278,2
4840035,551371,5
4840035,292176,3
4840035,227130,3
4840035,342254,1
4840035,849476,3
4840035,221397,3
4840035,49673,1
4840036,740249,4
4840036,701149,2
4840036,348363,3
4840036,357840,3
4840036,259779,3
4840036,591426,1
4840037,72906,5
4840037,915617,3
4840037,739064,5
4840037,836419,5
4840037,831829,5
4840037,421636,5
4840037,98156,3
4840038,110036,1
4840038,990267,5
4840038,262348,3
4840038,551806,3
4840038,316996,3
4840038,931838,4
4840038,40980,1
4840039,414251,1
4840039,740121,1
4840039,200431,5
4840039,115109,2
4840040,234108,4
4840040,341711,3
4840040,777757,5
4840040,972690,2
4840040,873391,1
4840040,602215,5
4840040,758201,4
4840040,999415,3
4840040,989630,2
4840041,499362,2
4840041,433368,5
4840042,988485,5
4840042,149839,3
4840042,450418,5
4840042,734683,2
4840042,911994,4
4840043,497835,2
4840043,583130,2
4840043,267408,4
4840043,402297,3
4840044,124946,4
4840044,957146,5
4840044,227062,3
4840044,57743,5
4840044,505038,3
4840044,778205,5
4840044,318211,2
4840044,192673,4
4840044,113312,3
4840045,122452,2
4840045,869889,1
4840045,422130,2
4840045,606224,5
4840046,256770,3
4840046,939276,3
4840046,102967,5
4840046,735407,5
4840047,369288,3
4840047,948601,1
4840047,80364,3
4840047,278339,4
4840047,520819,2
4840047,545742,4
4840047,784862,5
4840047,96448,4
4840048,395054,1
4840048,386565,1
4840049,833495,1
