orderID,productID,quantity
4200000,673929,3
4200000,809573,4
4200000,269529,5
4200000,354469,3
4200000,14631,1
4200000,367707,4
4200000,941953,1
4200000,541998,2
4200001,238983,5
4200001,427779,1
4200001,123577,3
4200001,942209,4
4200001,372351,5
4200001,558047,4
4200001,866830,2
4200002,532896,3
4200002,760854,1
4200002,438512,3
4200002,7545,2
4200002,330027,4
4200002,531358,1
4200003,143836,2
4200003,223532,3
4200003,500291,1
4200003,507870,5
4200003,409604,4
4200003,420170,2
4200003,479281,4
4200003,525008,5
4200003,661424,2
4200004,882948,2
4200004,252,5
4200004,866388,4
4200004,398475,4
4200004,152109,1
4200005,486875,4
4200005,33180,5
4200005,304468,4
4200006,161534,2
4200007,140894,1
4200007,145762,1
4200007,283621,5
4200007,15022,2
4200008,944374,5
4200008,327758,4
4200008,116368,1
4200008,16979,1
4200008,600530,1
4200008,59476,2
4200008,192328,4
4200008,991179,1
4200008,159514,4
4200009,271689,1
4200009,535209,1
4200009,273414,1
4200009,860666,4
4200009,715384,3
4200009,455861,3
4200009,736057,4
4200009,825333,1
4200010,768768,5
4200010,469791,5
4200010,162492,4
4200010,989472,4
4200010,118719,3
4200010,436181,3
4200010,420689,1
4200010,181041,1
4200011,431739,3
4200011,551111,5
4200011,373827,3
4200011,378448,2
4200011,658462,4
4200011,720835,4
4200011,857020,4
4200012,33669,1
4200012,437122,2
4200012,848079,3
4200012,329410,1
4200012,616594,2
4200012,406172,1
4200012,919165,4
4200013,730044,4
4200013,587250,4
4200013,828717,3
4200013,69593,5
4200014,96566,5
4200014,182991,5
4200014,955098,4
4200014,675031,5
4200014,361887,4
4200014,924070,4
4200014,569691,3
4200014,461107,4
4200015,759567,2
4200015,254180,5
4200015,581943,5
4200016,636955,4
4200016,574694,1
4200017,87407,4
4200017,213686,4
4200017,99883,5
4200017,441746,5
4200017,451178,1
4200017,469726,4
4200017,960348,3
4200017,707866,5
4200018,888745,2
4200018,904116,5
4200018,706492,1
4200018,73765,2
4200018,973765,5
4200019,133720,4
4200019,588073,4
4200019,843916,4
4200019,668437,2
4200020,109062,1
4200020,724940,1
4200020,947512,3
4200020,773208,5
4200021,679089,2
4200021,698220,5
4200021,463849,1
4200022,914975,3
4200022,649836,2
4200022,762028,1
4200022,194864,3
4200023,737192,3
4200023,707374,2
4200023,503754,5
4200023,52328,5
4200023,708711,1
4200023,620380,5
4200024,219107,4
4200024,94989,2
4200024,796665,3
4200024,173771,1
4200024,583432,4
4200025,329848,2
4200025,850321,4
4200025,611024,3
4200025,992786,5
4200025,760826,1
4200025,796637,2
4200025,877052,3
4200025,209670,4
4200026,382213,2
4200026,421213,5
4200026,259054,5
4200026,646539,5
4200026,93497,5
4200026,820560,1
4200026,753800,3
4200026,515612,4
4200027,619075,5
4200027,586935,2
4200027,164025,3
4200028,671161,1
4200028,696352,4
4200028,699090,5
4200028,326349,3
4200028,337293,5
4200028,13958,5
4200028,509397,1
4200029,439424,3
4200029,709735,5
4200030,667242,3
